time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,mayoral_combined_authority_code,mayoral_combined_authority_name,Provision,LevelOfLearning,SSATier1,SSATier2,NumberOfLearners,NumberOfMatchedLearners,SPDPercent,EmpPercent,SelfEmpPercent,EmpOnlyPercent,EmpAndLearnPercent,LearnPercent,LearnOnlyPercent,FEPercent,BelowL2Percent,EngMathPercent,Level2Percent,FullLevel2Percent,Level3Percent,FullLevel3Percent,Level4PlusPercent,NotAssignedPercent,HEPercent,AppPercent,AppIntermediatePercent,AppAdvancedPlusPercent,AnyLearnPercent,NotSustainedPercent,NotSustainedNBPercent,NotSustainedBenefitPercent,BenefitPercent,NoDestPercent,LearnersWithEarnings,25thPercentile,Median,75thPercentile
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Construction, Planning and the Built Environment",Total,25990,25830,72,66,25,53,12,19,6,17,1,0,1,5,0,7,1,2,1,3,1,1,34,22,5,11,7,6,830,13580,23070,32180
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Construction, Planning and the Built Environment",Building and construction,25980,25810,72,66,25,53,12,18,6,17,1,0,1,5,0,7,1,2,1,3,1,1,34,22,5,11,7,6,830,13580,23070,32180
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Construction, Planning and the Built Environment","Construction, Planning and the Built Environment",10,10,100,56,c,0,56,100,44,c,0,0,c,0,0,0,c,0,78,0,0,0,100,0,0,0,0,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Construction, Planning and the Built Environment","Urban, rural and regional planning",10,10,100,0,0,0,0,100,100,100,83,c,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Education and Training,Total,15770,15700,82,71,4,56,16,26,10,20,0,2,3,0,4,6,2,2,5,1,0,1,39,13,5,4,4,5,2670,6600,9600,12020
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Education and Training,Direct learning support,14170,14110,81,72,3,57,15,23,9,21,0,2,3,1,5,7,2,2,2,1,0,1,37,14,5,5,4,5,2590,6580,9520,11870
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Education and Training,Teaching and lecturing,1600,1580,88,68,10,42,26,46,20,11,1,1,3,c,1,1,3,2,34,1,0,1,57,7,3,2,2,5,80,8790,14330,20580
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Engineering and Manufacturing Technologies,Total,25080,24910,73,66,9,55,11,17,6,13,0,1,2,1,0,4,1,3,3,4,2,2,35,22,5,11,6,5,390,9350,15970,22720
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Engineering and Manufacturing Technologies,Engineering,11870,11800,76,69,4,55,14,21,6,14,0,0,2,0,1,4,2,4,5,5,2,4,41,20,5,11,4,4,160,10610,17150,26990
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Engineering and Manufacturing Technologies,Manufacturing technologies,5530,5490,69,64,5,57,7,12,4,9,1,1,2,1,0,2,0,3,1,3,2,1,30,25,5,13,7,6,60,8420,15920,22450
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Engineering and Manufacturing Technologies,Transportation operations and maintenance,7670,7620,70,63,18,54,9,16,7,14,1,1,2,1,0,6,1,2,1,2,1,1,30,22,6,9,7,7,180,8980,14770,20540
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Health, Public Services and Care",Total,128130,127560,84,76,4,60,17,24,7,15,0,1,3,1,1,2,2,4,7,6,2,4,47,12,4,5,3,4,8760,9330,14150,19260
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Health, Public Services and Care",Child development and well being,8900,8850,75,62,4,48,14,26,12,23,1,4,4,3,1,7,1,2,3,2,0,2,43,17,6,6,5,8,1210,6340,9510,13780
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Health, Public Services and Care",Health and social care,110250,109780,85,79,4,62,17,23,6,15,0,1,3,0,1,2,2,5,6,6,2,4,47,11,4,4,3,4,7410,10120,14890,20090
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Health, Public Services and Care",Medicine and dentistry,640,640,88,69,6,46,24,42,19,7,c,0,1,0,0,2,2,2,35,0,0,0,47,9,5,2,1,3,50,11700,15970,17450
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Health, Public Services and Care","Nursing, and subjects and vocations allied to medicine",3100,3090,92,63,2,25,38,66,28,9,0,2,2,c,c,0,2,2,57,1,0,0,78,7,3,2,2,2,20,11010,18130,19850
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Health, Public Services and Care",Public services,5240,5210,64,58,3,53,6,11,5,7,0,1,1,0,0,2,1,1,3,1,1,0,29,33,4,18,11,4,60,8580,14490,19920
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"History, Philosophy and Theology",Total,860,840,87,50,4,17,33,70,37,8,2,0,2,0,c,1,1,1,59,0,c,c,81,9,6,2,2,4,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"History, Philosophy and Theology",Archaeology and archaeological sciences,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,,c,c,c
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"History, Philosophy and Theology",History,240,230,74,57,6,40,17,34,18,12,6,c,1,0,0,2,0,2,15,c,0,c,61,15,10,3,2,10,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"History, Philosophy and Theology","History, Philosophy and Theology",570,560,93,48,3,8,40,85,45,6,c,c,2,0,c,1,2,1,79,c,c,c,90,6,3,1,1,2,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"History, Philosophy and Theology",Philosophy,20,20,75,45,c,15,30,60,30,c,c,0,0,0,0,0,0,0,45,0,0,0,85,25,20,0,c,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"History, Philosophy and Theology",Theology and religious studies,30,30,85,31,0,12,19,69,50,12,0,0,0,0,0,12,0,0,58,0,0,0,81,12,c,c,0,c,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Information and Communication Technology (ICT),Total,33010,32770,59,49,3,42,7,17,10,13,1,2,3,1,0,2,1,1,4,1,1,1,42,32,5,15,12,8,190,9350,14140,19570
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Information and Communication Technology (ICT),ICT for users,28440,28260,57,49,3,44,5,12,7,10,1,3,3,1,0,1,0,1,1,1,1,1,38,35,5,16,13,9,,c,c,c
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Information and Communication Technology (ICT),ICT practitioners,4570,4510,77,48,3,28,20,49,29,26,1,1,2,1,0,12,6,2,22,2,1,2,63,17,6,7,4,6,190,9340,14170,19610
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Languages, Literature and Culture",Total,5940,5830,82,71,9,48,23,34,11,19,9,1,5,1,1,1,1,1,5,0,0,0,53,9,6,2,1,8,,c,c,c
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Languages, Literature and Culture","Languages, literature and culture of the British isles",690,670,81,62,7,37,25,44,19,29,18,2,4,1,c,3,1,0,13,0,c,c,60,10,7,2,1,8,,c,c,c
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Languages, Literature and Culture",Linguistics,120,110,67,66,4,58,8,9,c,6,5,0,0,0,c,0,0,0,c,c,0,c,58,23,18,3,3,10,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Languages, Literature and Culture","Other languages, literature and culture",5140,5040,83,73,9,50,23,33,10,18,8,1,5,1,1,1,1,1,4,0,0,0,52,9,6,2,1,8,,c,c,c
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Leisure, Travel and Tourism",Total,21230,21070,79,74,11,64,10,15,6,8,2,0,1,0,0,2,1,1,6,2,1,1,27,14,5,5,3,7,1750,8330,14050,19760
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Leisure, Travel and Tourism","Sport, leisure and recreation",20080,19930,80,74,12,65,9,14,5,8,2,0,1,0,0,2,1,1,6,2,1,1,26,13,5,5,3,7,1640,8260,14020,20260
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Leisure, Travel and Tourism",Travel and tourism,1150,1140,73,59,1,39,19,34,14,21,0,2,2,1,c,11,3,1,12,1,0,1,45,21,7,9,4,6,110,9340,14790,17530
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Preparation for Life and Work,Total,303970,296390,64,46,5,35,12,29,18,27,2,17,3,1,0,1,0,1,1,2,1,1,52,27,7,11,9,9,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Preparation for Life and Work,Foundations for learning and life,242350,235050,68,47,5,33,13,34,21,32,2,21,4,1,0,2,0,1,1,1,1,1,56,23,8,9,6,9,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Preparation for Life and Work,Preparation for work,61620,61340,51,44,3,40,4,11,7,9,2,2,1,0,0,1,0,1,1,2,1,1,36,42,4,21,17,7,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Retail and Commercial Enterprise,Total,54820,54500,63,54,6,47,7,15,8,13,1,1,2,2,1,6,1,1,1,1,1,1,35,31,5,15,11,6,2310,6990,10980,16290
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Retail and Commercial Enterprise,Hospitality and catering,11700,11580,62,54,3,47,7,15,8,12,2,2,2,1,1,3,0,1,1,1,1,1,35,31,5,15,11,7,190,8740,13940,18970
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Retail and Commercial Enterprise,Retailing and wholesaling,5130,5110,52,46,2,42,4,9,5,6,1,2,1,1,0,0,0,1,1,1,1,0,37,42,4,22,16,6,120,8510,12830,18710
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Retail and Commercial Enterprise,Service enterprises,24710,24590,69,57,9,47,10,22,12,20,0,1,2,3,0,11,1,1,1,1,1,1,37,23,5,8,9,8,1940,6780,10470,15660
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Retail and Commercial Enterprise,Warehousing and distribution,13280,13220,55,52,3,50,2,5,2,3,1,1,1,0,0,0,0,1,1,1,1,0,30,41,4,24,14,4,60,7830,15220,19000
